Title,Date
"Sierra Burgess é uma Loser","07/09/2018"
"Pegar e largar","07/09/2018"
"Marlon: Temporada 1: Um Marlon comportado","02/09/2018"
"Como Perder um Homem em 10 Dias","01/09/2018"
"O Protetor","30/08/2018"
"Prenda-Me Se for Capaz","26/08/2018"
"Brooklyn Nine-Nine: Temporada 1: A mudança","18/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Missão secreta","18/08/2018"
"Brooklyn Nine-Nine: Temporada 1: A aposta","18/08/2018"
"Brooklyn Nine-Nine: Temporada 1: O acordo","17/08/2018"
"O Atirador: Temporada 3: Atalhos","16/08/2018"
"O Atirador: Temporada 2: Vai ser um grande dia","16/08/2018"
"Totalmente Inapropriado","15/08/2018"
"A Mansão","15/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Natal","13/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Ação de Graças","13/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Incêndio na pizzaria","12/08/2018"
"Um Espião e Meio","12/08/2018"
"Warcraft - O Primeiro Encontro de Dois Mundos","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Velha guarda","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: 48 horas","12/08/2018"
"Para o Que Der e Vier","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Halloween","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: O abutre","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Novo relacionamento","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: No limbo","12/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Bem acompanhado","12/08/2018"
"O Pacote","11/08/2018"
"Brooklyn Nine-Nine: Temporada 1: Piloto","11/08/2018"
"Navy SEALs: The Battle for New Orleans","11/08/2018"
"Pixels","10/08/2018"
"O Atirador: Temporada 2: Não se esqueça do Álamo","09/08/2018"
"O Atirador: Temporada 2: Grupo de caça","09/08/2018"
"O Aviso","07/08/2018"
"Orange Is the New Black: Temporada 6: Liberte-se","06/08/2018"
"Orange Is the New Black: Temporada 6: Problemas em dobro","06/08/2018"
"Marvel - Jessica Jones: Temporada 2: Parque de diversões","06/08/2018"
"Marvel - Jessica Jones: Temporada 2: Rezem pela minha Patsy","05/08/2018"
"Orange Is the New Black: Temporada 6: Situação sinistra","05/08/2018"
"Orange Is the New Black: Temporada 6: Chocolate Chip Nookie","05/08/2018"
"Orange Is the New Black: Temporada 6: Corte o cordão","05/08/2018"
"Orange Is the New Black: Temporada 6: Gordons","05/08/2018"
"Orange Is the New Black: Temporada 6: Ventos da mudança","05/08/2018"
"Marvel - Jessica Jones: Temporada 2: Três vidas e contando","05/08/2018"
"Marvel - Jessica Jones: Temporada 2: Costelinha de porco","05/08/2018"
"Marvel - Jessica Jones: Temporada 2: Entre o tubarão e o monstro","05/08/2018"
"Marvel - Jessica Jones: Temporada 2: Instinto maternal","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: Loucura, loucura","04/08/2018"
"Orange Is the New Black: Temporada 6: O estado do útero","04/08/2018"
"Orange Is the New Black: Temporada 6: Bagunça","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: Cara a cara","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: O polvo","04/08/2018"
"Orange Is the New Black: Temporada 6: Eu sou o burro falante","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: Assassina interior","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: Única sobrevivente","04/08/2018"
"Marvel - Jessica Jones: Temporada 2: Um terrível acidente","03/08/2018"
"Marvel - Jessica Jones: Temporada 2: Comece do início","03/08/2018"
"Marvel - Jessica Jones: Temporada 1: Sorria!","03/08/2018"
"Marvel - Jessica Jones: Temporada 1: Entre na fila","03/08/2018"
"Marvel - Jessica Jones: Temporada 1: Azul para acalmar","03/08/2018"
"Marvel - Jessica Jones: Temporada 1: Mil cortes","02/08/2018"
"Marvel - Jessica Jones: Temporada 1: Cartão amarelo","02/08/2018"
"Marvel - Jessica Jones: Temporada 1: O que Jessica faria?","02/08/2018"
"Marvel - Jessica Jones: Temporada 1: Segurança máxima","02/08/2018"
"Orange Is the New Black: Temporada 6: Você tem que pensar em si mesmo","01/08/2018"
"Orange Is the New Black: Temporada 6: Tempestade de m*rda","01/08/2018"
"Marvel - Jessica Jones: Temporada 1: Você ganhou!","01/08/2018"
"Marvel - Jessica Jones: Temporada 1: O sanduíche me salvou","01/08/2018"
"Marvel - Jessica Jones: Temporada 1: 99 amigos","01/08/2018"
"Marvel - Os Defensores: Minissérie: H de herói","31/07/2018"
"Marvel - Jessica Jones: Temporada 1: Codinome uísque","31/07/2018"
"Marvel - Jessica Jones: Temporada 1: Síndrome do esmagamento","31/07/2018"
"Marvel - Jessica Jones: Temporada 1: Moça bonita não paga","31/07/2018"
"Marlon: Temporada 1: Treinador Marlon","30/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Dragão brinca com fogo","30/07/2018"
"Orange Is the New Black: Temporada 6: Quem sabe mais do que eu?","30/07/2018"
"Marvel - Punho de Ferro: Temporada 1: A cabeça da serpente","30/07/2018"
"The Flash: Temporada 1: Piloto","30/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Devolver o cavalo ao estábulo","30/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Tigre negro rouba coração","30/07/2018"
"Marvel - Punho de Ferro: Temporada 1: A senhora de todas as agonias","29/07/2018"
"Marvel - Punho de Ferro: Temporada 1: A bênção de muitas fraturas","29/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Derrubar árvore e suas raízes","29/07/2018"
"Extinção","27/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Imortal emerge da caverna","27/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Sob as folhas, colher lótus","26/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Palma dos oito trigramas","26/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Soco de trovão, estrondo de canhão","26/07/2018"
"Marvel - Punho de Ferro: Temporada 1: Das sombras, falcão alça voo","25/07/2018"
"Marvel - Punho de Ferro: Temporada 1: A neve abre caminho","25/07/2018"
"A Chefa","24/07/2018"
"Alex Strangelove","24/07/2018"
"Marvel - Luke Cage: Temporada 2: They Reminisce Over You","24/07/2018"
"Marvel - Luke Cage: Temporada 2: Can't Front On Me","24/07/2018"
"Marvel - Luke Cage: Temporada 2: The Creator","24/07/2018"
"Marvel - Luke Cage: Temporada 2: The Main Ingredient","23/07/2018"
"Marvel - O Justiceiro: Temporada 1: Três da madrugada","23/07/2018"
"Pai do Ano","23/07/2018"
"Marvel - Luke Cage: Temporada 2: For Pete's Sake","23/07/2018"
"13 Horas: Os Soldados Secretos de Benghazi","22/07/2018"
"Atirador","22/07/2018"
"Próxima Parada: Apocalipse","22/07/2018"
"Ponto Cego: Temporada 1: Piloto","22/07/2018"
"Perda Total","22/07/2018"
"Invasão a Londres","21/07/2018"
"Marvel - Luke Cage: Temporada 2: If It Ain't Rough, It Ain't Right","20/07/2018"
"Marvel - Luke Cage: Temporada 2: On and On","19/07/2018"
"Vizinhos 2","18/07/2018"
"Marvel - Luke Cage: Temporada 2: The Basement","18/07/2018"
"Marvel - Luke Cage: Temporada 2: All Souled Out","17/07/2018"
"Marvel - Luke Cage: Temporada 2: I Get Physical","17/07/2018"
"Good Girls: Temporada 1: Remix","16/07/2018"
"Marvel - Luke Cage: Temporada 2: Wig Out","16/07/2018"
"Good Girls: Temporada 1: Verão do tubarão","15/07/2018"
"Good Girls: Temporada 1: Desligamento","13/07/2018"
"Good Girls: Temporada 1: Molho especial","13/07/2018"
"Good Girls: Temporada 1: A vista de cima","13/07/2018"
"Marvel - Demolidor: Temporada 2: Um dia frio no inferno","13/07/2018"
"Marvel - Luke Cage: Temporada 2: Straighten It Out","12/07/2018"
"Good Girls: Temporada 1: Resolvendo negócios","11/07/2018"
"Good Girls: Temporada 1: Bomba atômica","11/07/2018"
"Marvel - Luke Cage: Temporada 2: Soul Brother #1","11/07/2018"
"Norsemen: Temporada 1: A volta para casa","11/07/2018"
"Good Girls: Temporada 1: Divisa","10/07/2018"
"Good Girls: Temporada 1: Mais grana, mais problemas","10/07/2018"
"Vikings: Temporada 4: Na véspera","09/07/2018"
"Good Girls: Temporada 1: Piloto","09/07/2018"
"Vikings: Temporada 4: Vingança","09/07/2018"
"Vikings: Temporada 4: O grande exército","09/07/2018"
"Vikings: Temporada 4: Travessias","09/07/2018"
"Vikings: Temporada 4: Todos os seus anjos","09/07/2018"
"Vikings: Temporada 4: Na hora incerta antes da manhã","08/07/2018"
"Vikings: Temporada 4: Duas viagens","08/07/2018"
"Vikings: Temporada 4: A visão","08/07/2018"
"Vikings: Temporada 4: O forasteiro","08/07/2018"
"Vikings: Temporada 4: O último navio","08/07/2018"
"Vikings: Temporada 4: A morte ao redor","08/07/2018"
"Vikings: Temporada 4: Mudança","08/07/2018"
"Vikings: Temporada 4: Ganhos e perdas","07/07/2018"
"Vikings: Temporada 4: O que poderia ter sido","07/07/2018"
"Vikings: Temporada 4: A promessa","07/07/2018"
"Vikings: Temporada 4: Yol","07/07/2018"
"Vikings: Temporada 4: Misericórdia","07/07/2018"
"Vikings: Temporada 4: Matem a rainha","07/07/2018"
"Vikings: Temporada 4: Uma boa traição","06/07/2018"
"Santa Clarita Diet: Temporada 2: Palavra de pânico","06/07/2018"
"Santa Clarita Diet: Temporada 2: Objetos suspeitos","06/07/2018"
"Santa Clarita Diet: Temporada 2: Cavalete e pintura de guerra","06/07/2018"
"Vikings: Temporada 3: Quem não volta mais","06/07/2018"
"Vikings: Temporada 3: Momento de decisão","06/07/2018"
"Vikings: Temporada 3: Arrombem os portões!","05/07/2018"
"Vikings: Temporada 3: Paris","05/07/2018"
"Vikings: Temporada 3: Renascimento","04/07/2018"
"Santa Clarita Diet: Temporada 2: Mudando de ideia","04/07/2018"
"Santa Clarita Diet: Temporada 2: Paixão","04/07/2018"
"Vikings: Temporada 3: O usurpador","04/07/2018"
"Vikings: Temporada 3: Cicatrizes","04/07/2018"
"Santa Clarita Diet: Temporada 2: Com premeditação","03/07/2018"
"Santa Clarita Diet: Temporada 2: Rainha da Inglaterra","03/07/2018"
"Vikings: Temporada 3: O destino de um guerreiro","03/07/2018"
"Vikings: Temporada 3: O andarilho","02/07/2018"
"Santa Clarita Diet: Temporada 2: Moral incomum","02/07/2018"
"Vikings: Temporada 3: Mercenários","02/07/2018"
"Santa Clarita Diet: Temporada 2: Coiote com calça de ioga","02/07/2018"
"Santa Clarita Diet: Temporada 2: Nenhuma família é perfeita","02/07/2018"
"Vikings: Temporada 2: Prece do Senhor","01/07/2018"
"Santa Clarita Diet: Temporada 1: Baka, bile e tacos de beisebol","01/07/2018"
"Santa Clarita Diet: Temporada 1: O livro!","01/07/2018"
"Santa Clarita Diet: Temporada 1: Quanto vômito?","01/07/2018"
"Santa Clarita Diet: Temporada 1: Será estranho ou desrespeitoso?","01/07/2018"
"Santa Clarita Diet: Temporada 1: Atenção aos detalhes","01/07/2018"
"Santa Clarita Diet: Temporada 1: Gente comendo gente","01/07/2018"
"Santa Clarita Diet: Temporada 1: O turista sexual","01/07/2018"
"Santa Clarita Diet: Temporada 1: Podemos matar pessoas","01/07/2018"
"Santa Clarita Diet: Temporada 1: Não podemos matar pessoas!","01/07/2018"
"Vikings: Temporada 2: A escolha","01/07/2018"
"Vikings: Temporada 2: Assim estava escrito","01/07/2018"
"Vikings: Temporada 2: Inveja, cobiça e vingança","30/06/2018"
"Marlon: Temporada 1: Festa no hospital","30/06/2018"
"Marlon: Temporada 1: Surpresas","30/06/2018"
"Vikings: Temporada 2: Perdoar, jamais","30/06/2018"
"Vikings: Temporada 2: Troco dado em sangue","30/06/2018"
"Vikings: Temporada 2: Olho por olho","30/06/2018"
"Vikings: Temporada 2: Traição","30/06/2018"
"Vikings: Temporada 2: A invasão","30/06/2018"
"Vikings: Temporada 2: Guerra entre irmãos","30/06/2018"
"Vikings: Temporada 1: Quando tudo muda","29/06/2018"
"Marlon: Temporada 1: Projeto crianças","29/06/2018"
"Marlon: Temporada 1: Ex com benefícios","29/06/2018"
"Apenas Duas Noites","29/06/2018"
"Marlon: Temporada 1: Garotos só querem uma coisa","29/06/2018"
"Vikings: Temporada 1: Sacrifício","29/06/2018"
"Vikings: Temporada 1: O resgate do rei","29/06/2018"
"Vikings: Temporada 1: A cerimônia dos mortos","29/06/2018"
"Vikings: Temporada 1: Ataque de surpresa","28/06/2018"
"Vikings: Temporada 1: O julgamento","28/06/2018"
"Vikings: Temporada 1: Despossuído","28/06/2018"
"Vikings: Temporada 1: A fúria dos homens do Norte","28/06/2018"
"Vikings: Temporada 1: Ritos de passagem","28/06/2018"
"Marlon: Temporada 1: Limpeza geral","27/06/2018"
"Marlon: Temporada 1: Piloto","27/06/2018"
"Sense8: Temporada 2: Amor vincit omnia","26/06/2018"
"Sense8: Temporada 2: Você quer uma guerra?","26/06/2018"
"Sense8: Temporada 2: Se o mundo todo é um palco, a identidade nada mais é do que uma fantasia","26/06/2018"
"Sense8: Temporada 2: O verdadeiro sentido de família","26/06/2018"
"Sense8: Temporada 2: Tudo o que eu quero agora é mais uma bala","26/06/2018"
"Sense8: Temporada 2: Meu coração não tem espaço para o ódio","25/06/2018"
"Toc Toc","25/06/2018"
"Sense8: Temporada 2: Isolados em cima, conectados embaixo","25/06/2018"
"Sense8: Temporada 2: O medo nunca resolveu nada","25/06/2018"
"Sense8: Temporada 2: Polifonia","25/06/2018"
"Sense8: Temporada 2: Mutualismos obrigatórios","25/06/2018"
"Tá rindo do quê","25/06/2018"
"Maktub","25/06/2018"
"Sense8: Temporada 2: Quem sou eu?","24/06/2018"
"Sense8: Temporada 2: Feliz Ano-Novo, p*rra.","24/06/2018"
"Siga pela 10","24/06/2018"
"Z Nation: Temporada 4: Arco-íris Preto","23/06/2018"
"Quando nos Conhecemos","23/06/2018"
"Se enlouquecer, não se apaixone","23/06/2018"
"Pai em Dose Dupla","23/06/2018"
"Z Nation: Temporada 4: Monte Weather","23/06/2018"
"Z Nation: Temporada 4: De volta ao Laboratório Mercy","23/06/2018"
"Z Nation: Temporada 4: Amigos-inimigos","23/06/2018"
"Suits: Temporada 7: Verdades difíceis","22/06/2018"
"Z Nation: Temporada 4: Interrompemos esta programação","21/06/2018"
"Z Nation: Temporada 4: Crise de fé","21/06/2018"
"Z Nation: Temporada 4: O casamento de Warren","20/06/2018"
"Z Nation: Temporada 4: De volta da quase-morte","20/06/2018"
"Ibiza: Tudo pelo DJ","19/06/2018"
"Cargo","18/06/2018"
"O Plano Imperfeito","18/06/2018"
"Z Nation: Temporada 4: Os desconhecidos","18/06/2018"
"Z Nation: Temporada 4: Nova missão: não parem!","17/06/2018"
"The Ranch: Parte 5: A hora é agora","16/06/2018"
"The Ranch: Parte 5: Isso não é justo","16/06/2018"
"The Ranch: Parte 5: O valor do perdão","16/06/2018"
"The Ranch: Parte 5: Ciranda de mentiras","16/06/2018"
"The Ranch: Parte 5: Selando nosso amor","16/06/2018"
"The Ranch: Parte 5: Nunca perca as esperanças","16/06/2018"
"The Ranch: Parte 5: Estou queimando por dentro","16/06/2018"
"The Ranch: Parte 5: Um tiro no escuro","16/06/2018"
"The Ranch: Parte 5: Está tudo errado, mas tudo bem","15/06/2018"
"The Ranch: Parte 5: Começar de novo","15/06/2018"
"The Ranch: Parte 1: Na minha terra","15/06/2018"
"Z Nation: Temporada 4: O desaparecimento","14/06/2018"
"Z Nation: Temporada 4: A fuga da Zona","14/06/2018"
"Z Nation: Temporada 4: O sonho de Warren","14/06/2018"
"Z Nation: Temporada 3: Todo mundo morre no final","13/06/2018"
"Z Nation: Temporada 3: O duelo","12/06/2018"
"Z Nation: Temporada 3: O cerco","11/06/2018"
"Z Nation: Temporada 3: Os anjos do Doc","08/06/2018"
"Z Nation: Temporada 3: Eles crescem muito rápido","07/06/2018"
"Z Nation: Temporada 3: Coração feito de trevas","06/06/2018"
"Z Nation: Temporada 3: Dia de eleição","05/06/2018"
"Z Nation: Temporada 3: Bem-vindo à cidade do Murphy","05/06/2018"
"Z Nation: Temporada 3: Doc dá uma pirada","03/06/2018"
"Z Nation: Temporada 3: Vermelhinho e o LoboZ","30/05/2018"
"Z Nation: Temporada 3: Escorpion e os Mãos Vermelhas","30/05/2018"
"A Barraca do Beijo","29/05/2018"
"Descompensada","29/05/2018"
"Orange Is the New Black: Temporada 5: Tempo de tempestade","28/05/2018"
"Orange Is the New Black: Temporada 5: A tatuagem de cada um","28/05/2018"
"Orange Is the New Black: Temporada 5: Em busca do paraíso","28/05/2018"
"Z Nation: Temporada 3: O milagre de Murphy","28/05/2018"
"Orange Is the New Black: Temporada 5: O contrário do toque de Midas","27/05/2018"
"Orange Is the New Black: Temporada 5: Negociações","27/05/2018"
"Orange Is the New Black: Temporada 5: Amarradas aos trilhos","27/05/2018"
"Orange Is the New Black: Temporada 5: Trança total, meio chocolate","27/05/2018"
"Orange Is the New Black: Temporada 5: Cheetos em chamas","27/05/2018"
"Orange Is the New Black: Temporada 5: Canta, Effie","27/05/2018"
"Orange Is the New Black: Temporada 5: Litchfield's Got Talent","27/05/2018"
"Orange Is the New Black: Temporada 5: Companheiras de pipi","27/05/2018"
"Orange Is the New Black: Temporada 5: Transar, casar, matar","27/05/2018"
"Z Nation: Temporada 3: Uma nova missão","26/05/2018"
"Orange Is the New Black: Temporada 5: Medo de ficar por fora","26/05/2018"
"Orange Is the New Black: Temporada 4: Torrada não volta a ser pão","26/05/2018"
"Orange Is the New Black: Temporada 4: Animais","26/05/2018"
"Orange Is the New Black: Temporada 4: Ela é popular","25/05/2018"
"Z Nation: Temporada 3: Sem dó - Parte 1 e 2","25/05/2018"
"Orange Is the New Black: Temporada 4: Coelhinho, caveira, coelhinho, caveira","23/05/2018"
"Z Nation: Temporada 2: Final dos tempos","23/05/2018"
"Z Nation: Temporada 2: Dia um","22/05/2018"
"Orange Is the New Black: Temporada 4: Virando o jogo","22/05/2018"
"Z Nation: Temporada 2: Adios Muchachos","21/05/2018"
"Z Nation: Temporada 2: Festa com os Zumbis","21/05/2018"
"Z Nation: Temporada 2: Retiro Corporativo","21/05/2018"
"Z Nation: Temporada 2: Tsunami zumbi","19/05/2018"
"Z Nation: Temporada 2: Roswell com z","19/05/2018"
"Z Nation: Temporada 2: O colecionador","18/05/2018"
"Z Nation: Temporada 2: Descendo o Mississipi","17/05/2018"
"Z Nation: Temporada 2: Bebê do papai","17/05/2018"
"Orange Is the New Black: Temporada 4: Amigas no lugar errado","17/05/2018"
"Orange Is the New Black: Temporada 4: Soa melhor na minha cabeça","17/05/2018"
"Orange Is the New Black: Temporada 4: M*rda","17/05/2018"
"Z Nation: Temporada 2: Zumbaby","17/05/2018"
"Z Nation: Temporada 2: Lote 47","17/05/2018"
"Orange Is the New Black: Temporada 4: Nós sempre teremos Baltimore","16/05/2018"
"Orange Is the New Black: Temporada 4: Doutor Psycho","15/05/2018"
"Orange Is the New Black: Temporada 4: (Não) diga nada","14/05/2018"
"Z Nation: Temporada 2: Estrada do Zumbi","14/05/2018"
"Z Nation: Temporada 2: Luzes brancas","14/05/2018"
"Orange Is the New Black: Temporada 4: Poderosa ou o quê?","13/05/2018"
"Orange Is the New Black: Temporada 4: Tudo pelo corpo","13/05/2018"
"Policial em Apuros 2","13/05/2018"
"Lá Vêm os Pais","13/05/2018"
"The Rain: Temporada 1: Confie em seus instintos","12/05/2018"
"The Rain: Temporada 1: Não fale com estranhos","12/05/2018"
"The Rain: Temporada 1: Mantenha seus amigos por perto","12/05/2018"
"Orange Is the New Black: Temporada 3: Não confie em ninguém","12/05/2018"
"The Rain: Temporada 1: Tenha fé","12/05/2018"
"Orange Is the New Black: Temporada 3: Não me faça ir aí","12/05/2018"
"Orange Is the New Black: Temporada 3: O herói em cada um","12/05/2018"
"The Rain: Temporada 1: Não confie em ninguém","12/05/2018"
"Orange Is the New Black: Temporada 3: Peitinho","12/05/2018"
"Orange Is the New Black: Temporada 3: Onde foi parar o meu dreidel","10/05/2018"
"The Rain: Temporada 1: Evite a cidade","10/05/2018"
"The Rain: Temporada 1: Fiquem juntos","10/05/2018"
"The Rain: Temporada 1: Não saia","10/05/2018"
"Orange Is the New Black: Temporada 3: O medo e outros cheiros","08/05/2018"
"The Walking Dead: Temporada 7: Algo que eles precisam","08/05/2018"
"The Walking Dead: Temporada 7: O outro lado","08/05/2018"
"Orange Is the New Black: Temporada 3: O gato comeu","07/05/2018"
"Orange Is the New Black: Temporada 3: Xing ling","07/05/2018"
"Orange Is the New Black: Temporada 3: Tudo fake","07/05/2018"
"The Walking Dead: Temporada 7: Me enterre aqui","06/05/2018"
"The Walking Dead: Temporada 7: Diga sim","06/05/2018"
"Orange Is the New Black: Temporada 3: A caminho da redenção","06/05/2018"
"Orange Is the New Black: Temporada 3: Empatizou, o clima acabou","06/05/2018"
"Orange Is the New Black: Temporada 3: Percevejos e mais","06/05/2018"
"Orange Is the New Black: Temporada 3: Dia das Mães","06/05/2018"
"Orange Is the New Black: Temporada 2: Gentileza é fundamental","06/05/2018"
"Orange Is the New Black: Temporada 2: A tempestade","05/05/2018"
"Orange Is the New Black: Temporada 2: Idealistas unidos","05/05/2018"
"Orange Is the New Black: Temporada 2: Filho de bigode","05/05/2018"
"The Walking Dead: Temporada 7: Inimigos e calamidades","05/05/2018"
"The Walking Dead: Temporada 7: Novos melhores amigos","05/05/2018"
"Orange Is the New Black: Temporada 2: Saída temporária","05/05/2018"
"Orange Is the New Black: Temporada 2: O vaso certo","04/05/2018"
"The Walking Dead: Temporada 7: Pedra na estrada","03/05/2018"
"Orange Is the New Black: Temporada 2: Negócios à parte","03/05/2018"
"The Walking Dead: Temporada 7: Os corações ainda batem","03/05/2018"
"Orange Is the New Black: Temporada 2: E acaba em pizza","02/05/2018"
"The Walking Dead: Temporada 7: Cante pra mim","02/05/2018"
"The Walking Dead: Temporada 7: Juramento","01/05/2018"
"Orange Is the New Black: Temporada 2: Presas fáceis","01/05/2018"
"Orange Is the New Black: Temporada 2: O buraco é mais em cima","01/05/2018"
"Orange Is the New Black: Temporada 2: Aquele abraço","01/05/2018"
"Orange Is the New Black: Temporada 2: É azul, mas tem gosto vermelho","01/05/2018"
"Orange Is the New Black: Temporada 2: Pássaro com sede","01/05/2018"
"The Walking Dead: Temporada 7: Batalhadores","28/04/2018"
"Orange Is the New Black: Temporada 1: Loucura não se cura","28/04/2018"
"Orange Is the New Black: Temporada 1: Quem com ferro fere..","27/04/2018"
"The Walking Dead: Temporada 7: Serviço prestado","27/04/2018"
"Orange Is the New Black: Temporada 1: Altos e sensíveis","26/04/2018"
"Orange Is the New Black: Temporada 1: Bora Bora Bora","26/04/2018"
"Orange Is the New Black: Temporada 1: Dia de ação de nada","26/04/2018"
"The Walking Dead: Temporada 7: A cela","26/04/2018"
"The Walking Dead: Temporada 7: O poço","24/04/2018"
"The Walking Dead: Temporada 7: Chegará o dia em que você não agradecerá","24/04/2018"
"Orange Is the New Black: Temporada 1: Mula de Moscou","23/04/2018"
"Orange Is the New Black: Temporada 1: Donut sangrento","23/04/2018"
"Orange Is the New Black: Temporada 1: Loucas de dar nó","23/04/2018"
"Orange Is the New Black: Temporada 1: A galinha","23/04/2018"
"Orange Is the New Black: Temporada 1: Inimigos imaginários","22/04/2018"
"Orange Is the New Black: Temporada 1: Pedido lésbico negado","22/04/2018"
"Fary Is the New Black","22/04/2018"
"Orange Is the New Black: Temporada 1: Soco no seio","22/04/2018"
"Orange Is the New Black: Temporada 1: Eu não estava pronta","21/04/2018"
"Lucifer: Temporada 2: O bom, o mau e o torrado","20/04/2018"
"Lucifer: Temporada 2: Simpatia pela Deusa","19/04/2018"
"Lucifer: Temporada 2: Deus Johnson","19/04/2018"
"Lucifer: Temporada 2: Pequeno e esperto parasita","18/04/2018"
"Lucifer: Temporada 2: Candy Morningstar","17/04/2018"
"Lucifer: Temporada 2: Um bom dia para morrer","17/04/2018"
"Lucifer: Temporada 2: O controle do amor","17/04/2018"
"Lucifer: Temporada 2: Aeromoça interrompida","16/04/2018"
"Lucifer: Temporada 2: Maldita advogada","15/04/2018"
"Lucifer: Temporada 2: Destruidor de lares","15/04/2018"
"Lucifer: Temporada 2: A trilha das punhaladas","15/04/2018"
"Órbita 9","15/04/2018"
"Lucifer: Temporada 2: Minha filha querida","15/04/2018"
"Lucifer: Temporada 2: Eu sou um monstro","14/04/2018"
"Lucifer: Temporada 2: Arma pesada","13/04/2018"
"Lucifer: Temporada 2: Partes íntimas","13/04/2018"
"Lucifer: Temporada 2: Engolidor de pecados","12/04/2018"
"Lucifer: Temporada 2: Mentira cabeluda","11/04/2018"
"Lucifer: Temporada 2: Direto do Inferno","11/04/2018"
"Lucifer: Temporada 1: Me leve de volta ao Inferno","11/04/2018"
"Lucifer: Temporada 1: #EquipeLucifer","11/04/2018"
"Lucifer: Temporada 1: Santo Lucifer","10/04/2018"
"Lucifer: Temporada 1: Pops","10/04/2018"
"Lucifer: Temporada 1: Um padre entra no bar","09/04/2018"
"Lucifer: Temporada 1: Até tu, Doutora?","09/04/2018"
"Lucifer: Temporada 1: Parceiro","09/04/2018"
"Lucifer: Temporada 1: Filho favorito","09/04/2018"
"Feliz Aniversário de Casamento","08/04/2018"
"Lucifer: Temporada 1: Sapatos","08/04/2018"
"Lucifer: Temporada 1: Novidades masculinas","08/04/2018"
"Lucifer: Temporada 1: O quase Príncipe das Trevas","08/04/2018"
"Lucifer: Temporada 1: Fica, Lucifer. Bom Diabo.","08/04/2018"
"Lucifer: Temporada 1: Piloto","08/04/2018"
"Z Nation: Temporada 2: O tal do Murphy","08/04/2018"
"O Mecanismo: Temporada 1: Ventos frios vindos do sul","08/04/2018"
"Revolt","08/04/2018"
"The Titan","08/04/2018"
"The 100: Temporada 4: Praimfaya","07/04/2018"
"The 100: Temporada 4: Os escolhidos","07/04/2018"
"The 100: Temporada 4: O outro lado","07/04/2018"
"The 100: Temporada 4: Todos morreremos","07/04/2018"
"The 100: Temporada 4: Não ressuscitar","07/04/2018"
"The 100: Temporada 4: Nível doze","07/04/2018"
"The 100: Temporada 4: Abrigo","07/04/2018"
"La casa de papel: Parte 2: Episódio 9","07/04/2018"
"La casa de papel: Parte 2: Episódio 8","07/04/2018"
"La casa de papel: Parte 2: Episódio 7","07/04/2018"
"La casa de papel: Parte 2: Episódio 6","07/04/2018"
"La casa de papel: Parte 2: Episódio 5","07/04/2018"
"La casa de papel: Parte 2: Episódio 4","07/04/2018"
"La casa de papel: Parte 2: Episódio 3","07/04/2018"
"La casa de papel: Parte 2: Episódio 2","07/04/2018"
"La casa de papel: Parte 2: Episódio 1","06/04/2018"
"The 100: Temporada 4: Das cinzas, renasceremos","05/04/2018"
"The 100: Temporada 4: A isca","05/04/2018"
"American Ultra: Armados e Alucinados","05/04/2018"
"The 100: Temporada 4: Mentira bem guardada","05/04/2018"
"The 100: Temporada 4: Os quatro cavaleiros","03/04/2018"
"The 100: Temporada 4: O peso da coroa","03/04/2018"
"The 100: Temporada 4: Ecos","03/04/2018"
"Z Nation: Temporada 1: Médico dos mortos","28/03/2018"
"Z Nation: Temporada 1: A lei de Murphy","28/03/2018"
"Z Nation: Temporada 1: Irmãs da misericórdia","28/03/2018"
"Z Nation: Temporada 1: Ficando radioativo","27/03/2018"
"Z Nation: Temporada 1: Morra, zumbi, morra novamente","27/03/2018"
"O Mecanismo: Temporada 1: Halawi","27/03/2018"
"O Mecanismo: Temporada 1: Lava Jato","26/03/2018"
"Z Nation: Temporada 1: Zunami","25/03/2018"
"Z Nation: Temporada 1: Bem-vindos ao Fu-Bar","20/03/2018"
"Z Nation: Temporada 1: Ressurreição Z","20/03/2018"
